sampleId	species_name	species_initial	Experimental_condition	type	Line_origin	Research_Team	Set	latitude	longitude	altitude	continent	country_code	state_province_code	city	locale	collection_day	collection_month	collection_year	date	bio_rep	tech_rep	fruit_type		
#DO NOT FILL. This autocompletes.	use "_" instead of spaces	first three letters of species name	add experimental conditions separates by a "_". if wild, write "wild".. all lower caps	DO NOT FILL. This autocompletes.	Is this a wild-caught or isofemale, or isogenic, or experiment (i.e, experimental evolution)	Who is the lead analysist of this sample	Group samples by an analysis set	at least 3 decimals	at least 3 decimals	at least 3 decimals in meters	use "_" instead of spaces. Capitalize first letter	use ISO 3166 code	use ISO 3166 code	use "_" instead of spaces. Capitalize first letter	DO NOT FILL. This autocompletes.	numerical	numerical	numerical	DO NOT FILL. This autocompletes.	bio replicate id, if none, write 1	technical replicate id, if none, write 1	collection from a fruit? -- which one	FQ_R1	FQ_R2
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.78_CS2-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	78_CS2-1	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.79_CS2-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	79_CS2-3	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.80_CS2-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	80_CS2-4	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.81_CS2-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	81_CS2-5	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.82_CS3-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	82_CS3-1	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.83_CS3-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	83_CS3-5	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.84_CS3-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	84_CS3-9	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.85_CS4-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	85_CS4-1	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.86_CS4-6.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	86_CS4-6	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.87_CS4-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	87_CS4-7	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.88_CS4-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	88_CS4-9	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.89_HS1-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	89_HS1-1	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.90_HS1-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	90_HS1-2	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.91_HS1-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	91_HS1-4	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.92_HS1-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	92_HS1-6	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.93_HS1-7.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	93_HS1-7	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.94_HS1-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	94_HS1-9	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.95_HS1-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	95_HS1-10	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.96_HS2-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	96_HS2-2	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.97_HS2-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	97_HS2-4	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.98_HS2-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	98_HS2-5	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.99_HS2-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	99_HS2-6	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.100_HS2-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	100_HS2-8	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.101_HS2-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	101_HS2-9	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.102_HS2-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	102_HS2-10	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.103_HS3-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	103_HS3-1	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.104_HS3-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	104_HS3-2	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.105_HS3-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	105_HS3-3	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.106_HS3-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	106_HS3-6	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.107_HS3-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	107_HS3-8	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.108_HS3-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	108_HS3-9	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.109_HS4-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	109_HS4-2	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.110_HS4-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	110_HS4-3	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.111_HS4-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	111_HS4-4	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.112_HS4-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	112_HS4-6	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.113_HS4-7.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	113_HS4-7	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.114_HS4-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	114_HS4-8	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.115_HS4-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	115_HS4-9	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.116_J1-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	116_J1-1	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.117_J1-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	117_J1-4	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.118_J1-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	118_J1-5	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.119_J1-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	119_J1-6	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.120_J1-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	120_J1-7	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.121_J1-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	121_J1-8	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.122_J1-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	122_J1-9	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.123_J1-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	123_J1-10	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.124_J3-2.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	124_J3-2	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.125_J3-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	125_J3-3	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.126_J3-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	126_J3-4	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.127_J3-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	127_J3-5	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.128_J3-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	128_J3-6	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.129_J3-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	129_J3-7	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.130_J3-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	130_J3-8	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.131_J3-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	131_J3-10	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.132_J4-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	132_J4-1	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.133_J4-2.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	133_J4-2	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.134_J4-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	134_J4-4	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.135_J4-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	135_J4-3	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.136_J4-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	136_J4-5	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.137_J4-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	137_J4-7	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.138_J4-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	138_J4-8	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.139_J4-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	139_J4-9	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.140_J4-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	140_J4-10	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.141_C3-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	141_C3-1	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.142_C3-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	142_C3-3	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.143_C4-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	143_C4-6	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.144_C4-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	144_C4-7	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.145_C4-9.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	145_C4-9	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.146_A3-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	146_A3-10	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.147_A4-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	147_A4-1	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.148_A4-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	148_A4-3	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.149_A4-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	149_A4-5	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.150_CS1-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	150_CS1-3	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.151_CS1-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	151_CS1-4	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.152_CS1-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	152_CS1-5	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.153_CS1-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	153_CS1-7	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.154_CS1-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	154_CS1-9	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.155_CS3-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	155_CS3-3	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.156_CS3-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	156_CS3-4	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.157_CS3-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	157_CS3-7	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.158_CS3-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	158_CS3-8	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.159_CS4-2.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	159_CS4-2	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.160_CS4-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	160_CS4-4	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.161_CS4-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	161_CS4-5	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.162_CS4-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	162_CS4-8	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.163_CS4-10.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	163_CS4-10	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.164_HS1-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	164_HS1-3	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.165_HS1-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	165_HS1-5	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.166_HS2-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	166_HS2-1	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.167_HS2-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	167_HS2-3	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.168_HS4-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	168_HS4-1	1	banana_peach		
