sampleId	species_name	species_initial	Experimental_condition	type	Line_origin	Research_Team	Set	latitude	longitude	altitude	continent	country_code	state_province_code	city	locale	collection_day	collection_month	collection_year	date	bio_rep	tech_rep	fruit_type		
#DO NOT FILL. This autocompletes.	use "_" instead of spaces	first three letters of species name	add experimental conditions separates by a "_". if wild, write "wild".. all lower caps	DO NOT FILL. This autocompletes.	Is this a wild-caught or isofemale, or isogenic, or experiment (i.e, experimental evolution)	Who is the lead analysist of this sample	Group samples by an analysis set	at least 3 decimals	at least 3 decimals	at least 3 decimals in meters	use "_" instead of spaces. Capitalize first letter	use ISO 3166 code	use ISO 3166 code	use "_" instead of spaces. Capitalize first letter	DO NOT FILL. This autocompletes.	numerical	numerical	numerical	DO NOT FILL. This autocompletes.	bio replicate id, if none, write 1	technical replicate id, if none, write 1	collection from a fruit? -- which one	FQ_R1	FQ_R2
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_5.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_5	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_5/DP_S_O_5_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_5/DP_S_O_5_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_6.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_6	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_6/DP_S_O_6_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_6/DP_S_O_6_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_7.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_7	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_7/DP_S_O_7_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_7/DP_S_O_7_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_8.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_8	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_8/DP_S_O_8_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_8/DP_S_O_8_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_9.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_9	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_9/DP_S_O_9_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_9/DP_S_O_9_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_10.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_10	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_10/DP_S_O_10_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_10/DP_S_O_10_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_11.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_11	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_11/DP_S_O_11_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_11/DP_S_O_11_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_12.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_12	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_12/DP_S_O_12_CKDL230019810-1A_HCNVLDSX7_L4_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_12/DP_S_O_12_CKDL230019810-1A_HCNVLDSX7_L4_2.fq.gz
D_spr.wild.US-HI-Ola.27/1/2023.w.DP_S_O_13.1	drosophila_sproati	spr	wild	w	wild_caught	Price	Hawaii_set	19.45825 N	155.24897 W	1212	Hawaii	US	US-HI	Olaa Forest	US-HI-Ola	27	1	2023	27/1/2023	DP_S_O_13	1	mushroom & banana baits	/netfiles/thermofly/input_fastq.final/DP_S_O_13/DP_S_O_13_1.fq.gz	/netfiles/thermofly/input_fastq.final/DP_S_O_13/DP_S_O_13_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.1_HS3-7.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	1_HS3-7	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.2_A2-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	2_A2-9	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.3_C1-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	3_C1-10	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.4_C3-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	4_C3-7	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.5_C4-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	5_C4-4	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.6_C4-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	6_C4-10	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.7_A1-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	7_A1-1	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.8_A2-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	8_A2-7	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.9_CS1-10.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	9_CS1-10	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.10_CS2-2.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	10_CS2-2	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.11_CS4-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	11_CS4-3	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.12_HS3-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	12_HS3-5	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.13_HS4-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	13_HS4-5	1	banana_peach		
D_mel.heat_shock.US-KY-Lex.15/7/2019.exp.14_HS4-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	14_HS4-10	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.15_J1-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	15_J1-3	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.16_J3-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	16_J3-1	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.17_J3-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	17_J3-9	1	banana_peach		
D_mel.juvdev.US-KY-Lex.15/7/2019.exp.18_J4-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	18_J4-6	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.19_C1-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	19_C1-1	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.20_C1-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	20_C1-3	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.21_C1-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	21_C1-5	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.22_C1-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	22_C1-4	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.23_C1-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	23_C1-6	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.24_C1-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	24_C1-7	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.25_C1-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	25_C1-8	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.26_C2-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	26_C2-1	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.27_C2-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	27_C2-2	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.28_C2-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	28_C2-3	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.29_C2-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	29_C2-5	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.30_C2-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	30_C2-6	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.31_C2-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	31_C2-7	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.32_C2-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	32_C2-8	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.33_C2-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	33_C2-10	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.34_C3-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	34_C3-2	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.35_C3-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	35_C3-4	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.36_C3-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	36_C3-5	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.37_C3-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	37_C3-6	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.38_C3-9.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	38_C3-9	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.39_C3-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	39_C3-10	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.40_C4-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	40_C4-1	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.41_C4-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	41_C4-2	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.42_C4-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	42_C4-3	1	banana_peach		
D_mel.control.US-KY-Lex.15/7/2019.exp.43_C4-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	43_C4-5	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.44_A1-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	44_A1-2	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.45_A1-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	45_A1-3	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.46_A1-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	46_A1-4	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.47_A1-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	47_A1-5	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.48_A1-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	48_A1-7	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.49_A1-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	49_A1-8	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.50_A1-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	50_A1-9	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.51_A1-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	51_A1-10	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.52_A2-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	52_A2-1	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.53_A2-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	53_A2-2	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.54_A2-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	54_A2-4	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.55_A2-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	55_A2-5	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.56_A2-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	56_A2-6	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.57_A2-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	57_A2-8	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.58_A2-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	58_A2-10	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.59_A3-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	59_A3-1	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.60_A3-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	60_A3-2	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.61_A3-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	61_A3-3	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.62_A3-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	62_A3-4	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.63_A3-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	63_A3-5	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.64_A3-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	64_A3-6	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.65_A3-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	65_A3-7	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.66_A3-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	66_A3-8	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.67_A3-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	67_A3-9	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.68_A4-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	68_A4-2	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.69_A4-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	69_A4-4	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.70_A4-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	70_A4-6	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.71_A4-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	71_A4-7	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.72_A4-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	72_A4-8	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.73_A4-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	73_A4-9	1	banana_peach		
D_mel.adult.US-KY-Lex.15/7/2019.exp.74_A4-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	74_A4-10	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.75_CS1-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	75_CS1-1	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.76_CS1-6.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	76_CS1-6	1	banana_peach		
D_mel.cold_shock.US-KY-Lex.15/7/2019.exp.77_CS1-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15/7/2019	77_CS1-8	1	banana_peach		
